Date,Open,High,Low,Close,Volume
20/08/2021 16:00:00,"147,44","148,5","146,78","148,19",60549630
23/08/2021 16:00:00,"148,31","150,19","147,89","149,71",60131810
24/08/2021 16:00:00,"149,45","150,86","149,15","149,62",48606428
25/08/2021 16:00:00,"149,81","150,32","147,8","148,36",58991297
26/08/2021 16:00:00,"148,35","149,12","147,51","147,54",48597195
27/08/2021 16:00:00,"147,48","148,75","146,83","148,6",55802388
30/08/2021 16:00:00,149,"153,49","148,61","153,12",90956723
31/08/2021 16:00:00,"152,66","152,8","151,29","151,83",86453117
01/09/2021 16:00:00,"152,83","154,98","152,34","152,51",80313711
02/09/2021 16:00:00,"153,87","154,72","152,4","153,65",71171317
03/09/2021 16:00:00,"153,76","154,63","153,09","154,3",57866066
07/09/2021 16:00:00,"154,97","157,26","154,39","156,69",82278261
08/09/2021 16:00:00,"156,98","157,04","153,98","155,11",74420207
09/09/2021 16:00:00,"155,49","156,11","153,95","154,07",57305730
10/09/2021 16:00:00,155,"155,48","148,7","148,97",140893235
13/09/2021 16:00:00,"150,63","151,42","148,75","149,55",102404329
14/09/2021 16:00:00,"150,35","151,07","146,91","148,12",109296295
15/09/2021 16:00:00,"148,56","149,44","146,37","149,03",83281315
16/09/2021 16:00:00,"148,44","148,97","147,22","148,79",68034149
17/09/2021 16:00:00,"148,82","148,82","145,76","146,06",129868824
20/09/2021 16:00:00,"143,8","144,84","141,27","142,94",123478863
21/09/2021 16:00:00,"143,93","144,6","142,78","143,43",75833962
22/09/2021 16:00:00,"144,45","146,43","143,7","145,85",76404341
23/09/2021 16:00:00,"146,65","147,08","145,64","146,83",64838170
24/09/2021 16:00:00,"145,66","147,47","145,56","146,92",53477869
27/09/2021 16:00:00,"145,47","145,96","143,82","145,37",74150729
28/09/2021 16:00:00,"143,25","144,75","141,69","141,91",108972340
29/09/2021 16:00:00,"142,47","144,45","142,03","142,83",74602044
30/09/2021 16:00:00,"143,66","144,38","141,28","141,5",89056664
01/10/2021 16:00:00,"141,9","142,92","139,11","142,65",94639581
04/10/2021 16:00:00,"141,76","142,21","138,27","139,14",98322008
05/10/2021 16:00:00,"139,49","142,24","139,36","141,11",80861062
06/10/2021 16:00:00,"139,47","142,15","138,37",142,83221119
07/10/2021 16:00:00,"143,06","144,22","142,72","143,29",61732656
08/10/2021 16:00:00,"144,03","144,18","142,56","142,9",58773155
11/10/2021 16:00:00,"142,27","144,81","141,81","142,81",64452219
12/10/2021 16:00:00,"143,23","143,25","141,04","141,51",73035859
13/10/2021 16:00:00,"141,24","141,4","139,2","140,91",78762721
14/10/2021 16:00:00,"142,11","143,88","141,51","143,76",69907100
15/10/2021 16:00:00,"143,77","144,9","143,51","144,84",67940334
18/10/2021 16:00:00,"143,45","146,84","143,16","146,55",85589175
19/10/2021 16:00:00,"147,01","149,17","146,55","148,76",76378894
20/10/2021 16:00:00,"148,7","149,75","148,12","149,26",58418788
21/10/2021 16:00:00,"148,81","149,64","147,87","149,48",61420990
22/10/2021 16:00:00,"149,69","150,18","148,64","148,69",58883443
25/10/2021 16:00:00,"148,68","149,37","147,62","148,64",50720556
26/10/2021 16:00:00,"149,33","150,84","149,01","149,32",60893395
27/10/2021 16:00:00,"149,36","149,73","148,49","148,85",56094929
28/10/2021 16:00:00,"149,82","153,17","149,72","152,57",100077888
29/10/2021 16:00:00,"147,22","149,94","146,41","149,8",124953168
01/11/2021 16:00:00,"148,99","149,7","147,8","148,96",74588258
02/11/2021 16:00:00,"148,66","151,57","148,65","150,02",69121987
03/11/2021 16:00:00,"150,39","151,97","149,82","151,49",54511534
04/11/2021 16:00:00,"151,58","152,43","150,64","150,96",60394616
05/11/2021 16:00:00,"151,89","152,2","150,06","151,28",65463883
08/11/2021 16:00:00,"151,41","151,57","150,16","150,44",55020868
09/11/2021 16:00:00,"150,2","151,43","150,06","150,81",56787930
10/11/2021 16:00:00,"150,02","150,13","147,85","147,92",65187092
11/11/2021 16:00:00,"148,96","149,43","147,68","147,87",40999950
12/11/2021 16:00:00,"148,43","150,4","147,48","149,99",63804008
15/11/2021 16:00:00,"150,37","151,88","149,43",150,59222803
16/11/2021 16:00:00,"149,94","151,49","149,34",151,59256210
17/11/2021 16:00:00,151,155,"150,99","153,49",88807000
18/11/2021 16:00:00,"153,71","158,67","153,05","157,87",137827673
19/11/2021 16:00:00,"157,65","161,02","156,53","160,55",117305597
22/11/2021 16:00:00,"161,68","165,7",161,"161,02",117467889
23/11/2021 16:00:00,"161,12","161,8","159,06","161,41",96041899
24/11/2021 16:00:00,"160,75","162,14","159,64","161,94",69463623
26/11/2021 13:00:00,"159,57","160,45","156,36","156,81",76959752
29/11/2021 16:00:00,"159,37","161,19","158,79","160,24",88748217
30/11/2021 16:00:00,"159,99","165,52","159,92","165,3",174048056
01/12/2021 16:00:00,"167,48","170,3","164,53","164,77",152423003
02/12/2021 16:00:00,"158,74","164,2","157,8","163,76",136739174
03/12/2021 16:00:00,"164,02","164,96","159,72","161,84",118023116
06/12/2021 16:00:00,"164,29","167,88","164,28","165,32",107496982
07/12/2021 16:00:00,"169,08","171,58","168,34","171,18",120405352
08/12/2021 16:00:00,"172,13","175,96","170,7","175,08",116998901
09/12/2021 16:00:00,"174,91","176,75","173,92","174,56",108923739
10/12/2021 16:00:00,"175,21","179,63","174,69","179,45",115402731
13/12/2021 16:00:00,"181,12","182,13","175,53","175,74",153237019
14/12/2021 16:00:00,"175,25","177,74","172,21","174,33",139380382
15/12/2021 16:00:00,"175,11","179,5","172,31","179,3",131063257
16/12/2021 16:00:00,"179,28","181,14","170,75","172,26",150185843
17/12/2021 16:00:00,"169,93","173,47","169,69","171,14",195923441
20/12/2021 16:00:00,"168,28","170,58","167,46","169,75",107499114
21/12/2021 16:00:00,"171,56","173,2","169,12","172,99",91185905
22/12/2021 16:00:00,"173,04","175,86","172,15","175,64",92135303
23/12/2021 16:00:00,"175,85","176,85","175,27","176,28",68356567
27/12/2021 16:00:00,"177,09","180,42","177,07","180,33",74919582
28/12/2021 16:00:00,"180,16","181,33","178,53","179,29",79144339
29/12/2021 16:00:00,"179,33","180,63","178,14","179,38",62348931
30/12/2021 16:00:00,"179,47","180,57","178,09","178,2",59773014
31/12/2021 16:00:00,"178,09","179,23","177,26","177,57",64062261
03/01/2022 16:00:00,"177,83","182,88","177,71","182,01",104701220
04/01/2022 16:00:00,"182,63","182,94","179,12","179,7",99310438
05/01/2022 16:00:00,"179,61","180,17","174,64","174,92",94537602
06/01/2022 16:00:00,"172,7","175,3","171,64",172,96903955
07/01/2022 16:00:00,"172,89","174,14","171,03","172,17",86709147
10/01/2022 16:00:00,"169,08","172,5","168,17","172,19",106765552
11/01/2022 16:00:00,"172,32","175,18","170,82","175,08",76138312
12/01/2022 16:00:00,"176,12","177,18","174,82","175,53",74805173
13/01/2022 16:00:00,"175,78","176,62","171,79","172,19",84505760
14/01/2022 16:00:00,"171,34","173,78","171,09","173,07",80440780
18/01/2022 16:00:00,"171,51","172,54","169,41","169,8",91168729
19/01/2022 16:00:00,170,"171,08","165,94","166,23",94814990
20/01/2022 16:00:00,"166,98","169,68","164,18","164,51",91420515
21/01/2022 16:00:00,"164,42","166,33","162,3","162,41",122848858
24/01/2022 16:00:00,"160,02","162,3","154,7","161,62",162706686
25/01/2022 16:00:00,"158,98","162,76","157,02","159,78",115798367
26/01/2022 16:00:00,"163,5","164,39","157,82","159,69",108275308
27/01/2022 16:00:00,"162,45","163,84","158,28","159,22",121954638
28/01/2022 16:00:00,"165,71","170,35","162,8","170,33",179935660
31/01/2022 16:00:00,"170,16",175,"169,51","174,78",115541590
01/02/2022 16:00:00,"174,01","174,84","172,31","174,61",86213911
02/02/2022 16:00:00,"174,75","175,88","173,33","175,84",84914256
03/02/2022 16:00:00,"174,48","176,24","172,12","172,9",89418074
04/02/2022 16:00:00,"171,68","174,1","170,68","172,39",82465400
07/02/2022 16:00:00,"172,86","173,95","170,95","171,66",77251204
08/02/2022 16:00:00,"171,73","175,35","171,43","174,83",74829217
09/02/2022 16:00:00,"176,05","176,65","174,9","176,28",71285038
10/02/2022 16:00:00,"174,14","175,48","171,55","172,12",90865899
11/02/2022 16:00:00,"172,33","173,08","168,04","168,64",98670687
14/02/2022 16:00:00,"167,37","169,58","166,56","168,88",86185530
15/02/2022 16:00:00,"170,97","172,95","170,25","172,79",64286320
16/02/2022 16:00:00,"171,85","173,34","170,05","172,55",61177398
17/02/2022 16:00:00,"171,03","171,91","168,47","168,88",69589344
18/02/2022 16:00:00,"169,82","170,54","166,19","167,3",82772674
22/02/2022 16:00:00,"164,98","166,69","162,15","164,32",91162758
23/02/2022 16:00:00,"165,54","166,15","159,75","160,07",90009247
24/02/2022 16:00:00,"152,58","162,85",152,"162,74",141147540
25/02/2022 16:00:00,"163,84","165,12","160,87","164,85",91974222
28/02/2022 16:00:00,"163,06","165,42","162,43","165,12",95056629
01/03/2022 16:00:00,"164,7","166,6","161,97","163,2",83474425
02/03/2022 16:00:00,"164,39","167,36","162,95","166,56",79724750
03/03/2022 16:00:00,"168,47","168,91","165,55","166,23",76678441
04/03/2022 16:00:00,"164,49","165,55","162,1","163,17",83819592
07/03/2022 16:00:00,"163,36","165,02","159,04","159,3",96418845
08/03/2022 16:00:00,"158,82","162,88","155,8","157,44",131148280
09/03/2022 16:00:00,"161,48","163,41","159,41","162,95",91454905
10/03/2022 16:00:00,"160,2","160,39","155,98","158,52",105342033
11/03/2022 16:00:00,"158,93","159,28","154,5","154,73",96970102
14/03/2022 16:00:00,"151,45","154,12","150,1","150,62",108732111
15/03/2022 16:00:00,"150,9","155,57","150,38","155,09",92964302
16/03/2022 16:00:00,"157,05",160,"154,46","159,59",102300157
17/03/2022 16:00:00,"158,61",161,"157,63","160,62",75615376
18/03/2022 16:00:00,"160,51","164,48","159,76","163,98",123511692
21/03/2022 16:00:00,"163,51","166,35","163,01","165,38",95811352
22/03/2022 16:00:00,"165,51","169,42","164,91","168,82",81532007
23/03/2022 16:00:00,"167,99","172,64","167,65","170,21",98062674
24/03/2022 16:00:00,"171,06","174,14","170,21","174,07",90131418
25/03/2022 16:00:00,"173,88","175,28","172,75","174,72",80546156
28/03/2022 16:00:00,"172,17","175,73",172,"175,6",90371916
29/03/2022 16:00:00,"176,69","179,01","176,34","178,96",100589440
30/03/2022 16:00:00,"178,55","179,61","176,7","177,77",92633154
31/03/2022 16:00:00,"177,84","178,03","174,4","174,61",103049285
01/04/2022 16:00:00,"174,03","174,88","171,94","174,31",78751328
04/04/2022 16:00:00,"174,57","178,49","174,44","178,44",76545983
05/04/2022 16:00:00,"177,5","178,3","174,42","175,06",73401786
06/04/2022 16:00:00,"172,36","173,63","170,13","171,83",89058782
07/04/2022 16:00:00,"171,16","173,36","169,85","172,14",77594650
08/04/2022 16:00:00,"171,78","171,78","169,2","170,09",76575508
11/04/2022 16:00:00,"168,71","169,03","165,5","165,75",72246706
12/04/2022 16:00:00,"168,02","169,87","166,64","167,66",79265181
13/04/2022 16:00:00,"167,39","171,04","166,77","170,4",70618925
14/04/2022 16:00:00,"170,62","171,27","165,04","165,29",75329376
18/04/2022 16:00:00,"163,92","166,6","163,57","165,07",69023941
19/04/2022 16:00:00,"165,02","167,82","163,91","167,4",67723833
20/04/2022 16:00:00,"168,76","168,88","166,1","167,23",67929814
21/04/2022 16:00:00,"168,91","171,53","165,91","166,42",87227768
22/04/2022 16:00:00,"166,46","167,87","161,5","161,79",84882424
25/04/2022 16:00:00,"161,12","163,17","158,46","162,88",96046376
26/04/2022 16:00:00,"162,25","162,34","156,72","156,8",95623240
27/04/2022 16:00:00,"155,91","159,79","155,38","156,57",88063191
28/04/2022 16:00:00,"159,25","164,52","158,93","163,64",130216792
29/04/2022 16:00:00,"161,84","166,2","157,25","157,65",131747571
02/05/2022 16:00:00,"156,71","158,23","153,27","157,96",123055265
03/05/2022 16:00:00,"158,15","160,71","156,32","159,48",88966526
